word ranking
serin 6.15674981607592
siren 6.15674981607592
abies 6.15528082250232
beisa 6.15528082250232
aesop 6.15160833856833
paseo 6.15160833856833
psoae 6.15160833856833
arius 6.13618390604557
asuri 6.13618390604557
auris 6.13618390604557
atelo 6.1244319574568
atole 6.1244319574568
asker 6.12075947352281
eskar 6.12075947352281
kaser 6.12075947352281
kesar 6.12075947352281
reaks 6.12075947352281
reask 6.12075947352281
saker 6.12075947352281
sekar 6.12075947352281
rakes 6.12075947352281
alone 6.10606953778685
anole 6.10606953778685
olena 6.10606953778685
atone 6.10166255706606
oaten 6.10166255706606
aiery 6.09211409883769
ocrea 6.0891761116905
adore 6.0869726213301
oared 6.0869726213301
oread 6.0869726213301
alure 6.08256564060932
laure 6.08256564060932
ureal 6.08256564060932
autre 6.07815865988853
urate 6.07815865988853
casel 6.07668966631493
scale 6.07668966631493
alces 6.07668966631493
alecs 6.07668966631493
claes 6.07668966631493
laces 6.07668966631493
dales 6.07448617595454
deals 6.07448617595454
lades 6.07448617595454
lased 6.07448617595454
leads 6.07448617595454
slade 6.07448617595454
sceat 6.07228268559414
caste 6.07228268559414
cates 6.07228268559414
cesta 6.07228268559414
taces 6.07228268559414
dates 6.07007919523375
sated 6.07007919523375
sedat 6.07007919523375
stade 6.07007919523375
stead 6.07007919523375
tsade 6.07007919523375
hiera 6.06126523379217
haire 6.06126523379217
aimer 6.05979624021858
amire 6.05979624021858
maire 6.05979624021858
marie 6.05979624021858
ramie 6.05979624021858
urena 6.05979624021858
urnae 6.05979624021858
acnes 6.05392026592419
canes 6.05392026592419
scena 6.05392026592419
andes 6.0517167755638
danes 6.0517167755638
deans 6.0517167755638
saned 6.0517167755638
sedan 6.0517167755638
snead 6.0517167755638
osage 6.02527489123907
lores 5.99736401334075
loser 5.99736401334075
orles 5.99736401334075
orsel 5.99736401334075
roles 5.99736401334075
rosel 5.99736401334075
soler 5.99736401334075
sorel 5.99736401334075
roset 5.99295703261996
rotes 5.99295703261996
rotse 5.99295703261996
soter 5.99295703261996
stero 5.99295703261996
store 5.99295703261996
tores 5.99295703261996
torse 5.99295703261996
perai 5.98120508403119
norse 5.97459461295001
noser 5.97459461295001
ornes 5.97459461295001
senor 5.97459461295001
seron 5.97459461295001
snore 5.97459461295001
sotie 5.97386011616321
toise 5.97386011616321
noise 5.95549769649326
eosin 5.95549769649326
ousia 5.93493178646291
sieur 5.93199379931572
asyle 5.89747245033622
lesya 5.89747245033622
lyase 5.89747245033622
sealy 5.89747245033621
yeast 5.89306546961543
teasy 5.89306546961543
resaw 5.88498600496065
sawer 5.88498600496065
seraw 5.88498600496065
sewar 5.88498600496065
sware 5.88498600496065
swear 5.88498600496065
wares 5.88498600496065
warse 5.88498600496065
wears 5.88498600496065
horae 5.87911003066626
ohare 5.87911003066626
morae 5.87764103709267
aueto 5.87690654030587
ayens 5.87470304994548
yeans 5.87470304994548
halse 5.8666235852907
hales 5.8666235852907
heals 5.8666235852907
helas 5.8666235852907
leash 5.8666235852907
selah 5.8666235852907
shale 5.8666235852907
sheal 5.8666235852907
shela 5.8666235852907
waise 5.8658890885039
almes 5.8651545917171
amsel 5.8651545917171
lames 5.8651545917171
males 5.8651545917171
meals 5.8651545917171
melas 5.8651545917171
mesal 5.8651545917171
salem 5.8651545917171
samel 5.8651545917171
ashet 5.86221660456991
haets 5.86221660456991
haste 5.86221660456991
hates 5.86221660456991
heats 5.86221660456991
sheat 5.86221660456991
mates 5.86074761099631
meats 5.86074761099631
metas 5.86074761099631
satem 5.86074761099631
steam 5.86074761099631
stema 5.86074761099631
tames 5.86074761099631
teams 5.86074761099631
aegir 5.85487163670193
aiger 5.85487163670193
aigre 5.85487163670193
geira 5.85487163670193
regia 5.85487163670193
ashen 5.84385418489996
hanse 5.84385418489996
shane 5.84385418489996
shean 5.84385418489996
amens 5.84238519132636
manes 5.84238519132636
manse 5.84238519132636
means 5.84238519132636
mensa 5.84238519132636
names 5.84238519132636
nemas 5.84238519132636
samen 5.84238519132636
senam 5.84238519132636
slart 5.83210223631119
cause 5.829164249164
sauce 5.829164249164
suade 5.8269607588036
ariot 5.82549176523001
ratio 5.82549176523001
farse 5.81961579093563
frase 5.81961579093563
safer 5.81961579093563
fares 5.81961579093562
fears 5.81961579093562
snarl 5.81373981664124
alist 5.81300531985444
litas 5.81300531985444
slait 5.81300531985444
stail 5.81300531985444
tails 5.81300531985444
talis 5.81300531985444
rants 5.80933283592045
starn 5.80933283592045
tarns 5.80933283592045
trans 5.80933283592045
arion 5.80712934556006
noria 5.80712934556006
barie 5.80272236483927
beira 5.80272236483927
erbia 5.80272236483927
rebia 5.80272236483927
opera 5.79904988090528
anils 5.79464290018449
nails 5.79464290018449
sinal 5.79464290018449
slain 5.79464290018449
snail 5.79464290018449
antis 5.7902359194637
saint 5.7902359194637
sanit 5.7902359194637
satin 5.7902359194637
stain 5.7902359194637
tains 5.7902359194637
elaps 5.78656343552971
leaps 5.78656343552971
lepas 5.78656343552971
pales 5.78656343552971
peals 5.78656343552971
pleas 5.78656343552971
salep 5.78656343552971
saple 5.78656343552971
spale 5.78656343552971
lapse 5.78656343552971
sepal 5.78656343552971
slape 5.78656343552971
speal 5.78656343552971
tapes 5.78215645480893
tepas 5.78215645480893
paste 5.78215645480893
pates 5.78215645480893
peats 5.78215645480893
septa 5.78215645480893
spate 5.78215645480893
drias 5.77554598372774
raids 5.77554598372774
neaps 5.76379403513898
panes 5.76379403513898
panse 5.76379403513898
peans 5.76379403513898
snape 5.76379403513898
sneap 5.76379403513898
spane 5.76379403513898
aspen 5.76379403513897
napes 5.76379403513897
spean 5.76379403513897
euros 5.74983859618981
roues 5.74983859618981
rouse 5.74983859618981
arkie 5.74910409940301
erika 5.74910409940301
anlet 5.73661765402745
ental 5.73661765402745
laten 5.73661765402745
leant 5.73661765402745
tenla 5.73661765402745
carle 5.72413120865188
ceral 5.72413120865188
clare 5.72413120865188
clear 5.72413120865188
lacer 5.72413120865188
alder 5.72192771829149
daler 5.72192771829149
lader 5.72192771829149
readl 5.72192771829149
caret 5.71972422793109
carte 5.71972422793109
cater 5.71972422793109
cerat 5.71972422793109
crate 5.71972422793109
creat 5.71972422793109
creta 5.71972422793109
ecart 5.71972422793109
react 5.71972422793109
recta 5.71972422793109
trace 5.71972422793109
adret 5.7175207375707
dater 5.7175207375707
derat 5.7175207375707
detar 5.7175207375707
drate 5.7175207375707
rated 5.7175207375707
tarde 5.7175207375707
tared 5.7175207375707
trade 5.7175207375707
tread 5.7175207375707
alice 5.70503429219513
celia 5.70503429219513
elaic 5.70503429219513
ileac 5.70503429219513
adiel 5.70283080183474
ailed 5.70283080183474
delia 5.70283080183474
ideal 5.70283080183474
ancre 5.70136180826114
caner 5.70136180826114
carne 5.70136180826114
crane 5.70136180826114
crena 5.70136180826114
nacre 5.70136180826114
rance 5.70136180826114
caite 5.70062731147435
andre 5.69915831790075
arend 5.69915831790075
daren 5.69915831790075
dearn 5.69915831790075
denar 5.69915831790075
redan 5.69915831790075
ideta 5.69842382111395
avers 5.69768932432715
raves 5.69768932432715
saver 5.69768932432715
versa 5.69768932432715
encia 5.68226489180439
necia 5.68226489180439
anice 5.68226489180439
eniac 5.68226489180439
diane 5.680061401444
endia 5.680061401444
idean 5.680061401444
sieva 5.6785924078704
orage 5.67271643357602
gaels 5.66022998820045
gales 5.66022998820045
geast 5.65582300747967
stage 5.65582300747967
gates 5.65582300747967
getas 5.65582300747967
agnes 5.63746058780972
gesan 5.63746058780972
altos 5.63085011672853
lotas 5.63085011672853
sloat 5.63085011672853
stola 5.63085011672853
tolas 5.63085011672853
oiler 5.62570863922095
oriel 5.62570863922095
reoil 5.62570863922095
hause 5.61909816813976
amuse 5.61762917456617
mesua 5.61762917456617
loans 5.61248769705858
salon 5.61248769705858
sloan 5.61248769705858
solan 5.61248769705858
liest 5.60881521312459
islet 5.60881521312459
istle 5.60881521312459
lites 5.60881521312459
slite 5.60881521312459
stile 5.60881521312459
tiles 5.60881521312459
ables 5.60808071633779
bales 5.60808071633779
blase 5.60808071633779
sable 5.60808071633779
santo 5.60808071633779
ernst 5.6051427291906
nerts 5.6051427291906
rents 5.6051427291906
stern 5.6051427291906
terns 5.6051427291906
abets 5.60367373561701
baste 5.60367373561701
bates 5.60367373561701
beast 5.60367373561701
beats 5.60367373561701
betas 5.60367373561701
estab 5.60367373561701
sebat 5.60367373561701
tabes 5.60367373561701
irone 5.60293923883021
noire 5.60293923883021
norie 5.60293923883021
syria 5.59853225810942
sairy 5.59853225810942
crosa 5.59559427096223
oscar 5.59559427096223
arcos 5.59559427096223
orcas 5.59559427096223
sacro 5.59559427096223
dorsa 5.59339078060183
roads 5.59339078060183
sarod 5.59339078060183
sorda 5.59339078060183
liens 5.59045279345464
lines 5.59045279345464
niels 5.59045279345464
elsin 5.59045279345464
lenis 5.59045279345464
silen 5.59045279345464
sline 5.59045279345464
larus 5.58898379988105
sural 5.58898379988105
ursal 5.58898379988105
inset 5.58604581273385
neist 5.58604581273385
senit 5.58604581273385
senti 5.58604581273385
snite 5.58604581273385
stein 5.58604581273385
stine 5.58604581273385
tiens 5.58604581273385
tines 5.58604581273385
tsine 5.58604581273385
banes 5.58531131594706
beans 5.58531131594706
besan 5.58531131594706
artus 5.58457681916026
astur 5.58457681916026
surat 5.58457681916026
sutra 5.58457681916026
adios 5.57429386414509
cires 5.57355936735829
cries 5.57355936735829
rices 5.57355936735829
seric 5.57355936735829
sicer 5.57355936735829
dries 5.57135587699789
resid 5.57135587699789
rides 5.57135587699789
sider 5.57135587699789
sired 5.57135587699789
laius 5.5698868834243
ualis 5.5698868834243
ashir 5.5676833930639
arish 5.5676833930639
hairs 5.5676833930639
shari 5.5676833930639
korea 5.56694889627711
amirs 5.56621439949031
mairs 5.56621439949031
maris 5.56621439949031
marsi 5.56621439949031
rimas 5.56621439949031
samir 5.56621439949031
simar 5.56621439949031
kales 5.55446245090154
leaks 5.55446245090154
sakel 5.55446245090154
slake 5.55446245090154
alkes 5.55446245090154
lakes 5.55446245090154
skeat 5.55005547018075
stake 5.55005547018075
steak 5.55005547018075
teaks 5.55005547018075
keats 5.55005547018075
skate 5.55005547018075
takes 5.55005547018075
kioea 5.54785197982036
suina 5.54711748303356
unais 5.54711748303356
ainus 5.54711748303356
ianus 5.54711748303356
early 5.54491399267316
layer 5.54491399267316
leary 5.54491399267316
relay 5.54491399267316
tayer 5.54050701195238
teary 5.54050701195238
pause 5.53903801837878
kanes 5.5316930505108
skean 5.5316930505108
sneak 5.5316930505108
snake 5.5316930505108
enray 5.52214459228243
yearn 5.52214459228243
renay 5.52214459228243
aloed 5.52067559870883
deota 5.51626861798804
todea 5.51626861798804
haler 5.51406512762765
harle 5.51406512762765
lamer 5.51259613405405
realm 5.51259613405405
aleut 5.51186163726725
atule 5.51186163726725
lutea 5.51186163726725
earth 5.50965814690686
hater 5.50965814690686
heart 5.50965814690686
herat 5.50965814690686
rathe 5.50965814690686
armet 5.50818915333326
mater 5.50818915333326
merat 5.50818915333326
metra 5.50818915333326
ramet 5.50818915333326
tamer 5.50818915333326
terma 5.50818915333326
trame 5.50818915333326
trema 5.50818915333326
acone 5.50010968867849
canoe 5.50010968867849
ocean 5.50010968867849
anode 5.49790619831809
oaves 5.4964372047445
soave 5.4964372047445
ulnae 5.4934992175973
alenu 5.4934992175973
email 5.4934992175973
maile 5.4934992175973
malie 5.4934992175973
melia 5.4934992175973
hiate 5.49056123045011
enarm 5.48982673366331
namer 5.48982673366331
reman 5.48982673366331
atune 5.48909223687652
etiam 5.48909223687652
matie 5.48909223687652
pairs 5.48762324330292
paris 5.48762324330292
parsi 5.48762324330292
sarip 5.48762324330292
spair 5.48762324330292
spira 5.48762324330292
eruca 5.47660579150095
adrue 5.47440230114055
adure 5.47440230114055
haine 5.47219881078016
amine 5.47072981720656
anime 5.47072981720656
enami 5.47072981720656
maine 5.47072981720656
manei 5.47072981720656
manie 5.47072981720656
minae 5.47072981720656
cades 5.46852632684617
cased 5.46852632684617
daces 5.46852632684617
razes 5.46632283648578
axers 5.46044686219139
raxes 5.46044686219139
litra 5.46044686219139
trail 5.46044686219139
trial 5.46044686219139
adieu 5.45530538468381
rajes 5.45016390717622
afire 5.44796041681583
faire 5.44796041681583
feria 5.44796041681583
larin 5.44208444252144
ranli 5.44208444252144
intra 5.43767746180065
riant 5.43767746180065
tairn 5.43767746180065
tarin 5.43767746180065
train 5.43767746180065
trina 5.43767746180065
lepra 5.43400497786666
paler 5.43400497786666
parel 5.43400497786666
parle 5.43400497786666
pearl 5.43400497786666
perla 5.43400497786666
prela 5.43400497786666
relap 5.43400497786666
apert 5.42959799714588
peart 5.42959799714588
taper 5.42959799714588
terap 5.42959799714588
apter 5.42959799714588
parte 5.42959799714588
pater 5.42959799714588
prate 5.42959799714588
preta 5.42959799714588
slote 5.42666000999868
stole 5.42666000999868
telos 5.42666000999868
toles 5.42666000999868
soary 5.41637705498351
pilea 5.41490806140991
agues 5.41270457104952
usage 5.41270457104952
arpen 5.41123557747593
paren 5.41123557747593
pieta 5.41050108068913
enols 5.40829759032873
lenos 5.40829759032873
noels 5.40829759032873
slone 5.40829759032873
solen 5.40829759032873
notes 5.40389060960795
onset 5.40389060960795
seton 5.40389060960795
steno 5.40389060960795
stone 5.40389060960795
tenso 5.40389060960795
tones 5.40389060960795
enpia 5.39213866101918
niepa 5.39213866101918
paine 5.39213866101918
ceros 5.39140416423238
cores 5.39140416423238
corse 5.39140416423238
crose 5.39140416423238
score 5.39140416423238
doers 5.38920067387198
dorse 5.38920067387198
doser 5.38920067387198
redos 5.38920067387198
rosed 5.38920067387198
aulos 5.38773168029839
hoars 5.38552818993799
horas 5.38552818993799
lures 5.3847936931512
luser 5.3847936931512
rules 5.3847936931512
sluer 5.3847936931512
maros 5.3840591963644
moras 5.3840591963644
roams 5.3840591963644
aotus 5.3833246995776
autos 5.3833246995776
outas 5.3833246995776
serut 5.38038671243041
strue 5.38038671243041
trues 5.38038671243041
turse 5.38038671243041
uster 5.38038671243041
ourie 5.37818322207001
cosie 5.37230724777563
diose 5.37010375741524
eidos 5.37010375741524
idose 5.37010375741524
oside 5.37010375741524
ohias 5.36643127348125
ileus 5.36569677669445
lieus 5.36569677669445
anous 5.36496227990765
heirs 5.36349328633405
hires 5.36349328633405
hirse 5.36349328633405
shier 5.36349328633405
shire 5.36349328633405
emirs 5.36202429276046
mires 5.36202429276046
miser 5.36202429276046
nurse 5.36202429276046
resun 5.36202429276046
rimes 5.36202429276046
runes 5.36202429276046
etuis 5.36128979597366
ragis 5.36128979597366
suite 5.36128979597366
abuse 5.36055529918686
beaus 5.36055529918686
insue 5.34292737630371
suine 5.34292737630371
usine 5.34292737630371
vaire 5.32603395020736
aiver 5.32603395020735
swale 5.31868898233937
sweal 5.31868898233937
wales 5.31868898233937
wasel 5.31868898233937
weals 5.31868898233937
awest 5.31428200161859
etwas 5.31428200161859
sweat 5.31428200161859
tawse 5.31428200161859
twaes 5.31428200161859
waste 5.31428200161859
eloah 5.31281300804499
haole 5.31281300804499
amole 5.31134401447139
maleo 5.31134401447139
abris 5.309140524111
baris 5.309140524111
brisa 5.309140524111
sabir 5.309140524111
argel 5.3076715305374
argle 5.3076715305374
ergal 5.3076715305374
garle 5.3076715305374
glare 5.3076715305374
lager 5.3076715305374
large 5.3076715305374
regal 5.3076715305374
ukase 5.30693703375061
sarpo 5.30546804017701
praos 5.30546804017701
proas 5.30546804017701
psora 5.30546804017701
sapor 5.30546804017701
grate 5.30326454981662
great 5.30326454981662
greta 5.30326454981662
retag 5.30326454981662
targe 5.30326454981662
terga 5.30326454981662
gater 5.30326454981662
sewan 5.29591958194864
wanes 5.29591958194864
weans 5.29591958194864
casey 5.29151260122785
agiel 5.28857461408066
agile 5.28857461408066
galei 5.28857461408066
apios 5.28637112372026
soapi 5.28637112372026
psoai 5.28637112372026
anger 5.28490213014667
areng 5.28490213014667
grane 5.28490213014667
range 5.28490213014667
regna 5.28490213014667
renga 5.28490213014667
epris 5.28343313657307
peris 5.28343313657307
piers 5.28343313657307
pries 5.28343313657307
prise 5.28343313657307
ripes 5.28343313657307
siper 5.28343313657307
speir 5.28343313657307
spier 5.28343313657307
spire 5.28343313657307
latro 5.27829165906548
rotal 5.27829165906548
toral 5.27829165906548
afore 5.26580521368992
angie 5.26580521368992
gaine 5.26580521368992
zoeas 5.26507071690312
aches 5.26066373618233
chase 5.26066373618233
laron 5.25992923939553
loran 5.25992923939553
acmes 5.25919474260873
cames 5.25919474260873
maces 5.25919474260873
talio 5.25919474260873
ashed 5.25846024582194
deash 5.25846024582194
hades 5.25846024582194
heads 5.25846024582194
sadhe 5.25846024582194
shade 5.25846024582194
dames 5.25699125224834
desma 5.25699125224834
meads 5.25699125224834
mesad 5.25699125224834
liter 5.25625675546154
litre 5.25625675546154
relit 5.25625675546154
tiler 5.25625675546154
abler 5.25552225867474
baler 5.25552225867474
belar 5.25552225867474
blare 5.25552225867474
blear 5.25552225867474
kisra 5.25552225867474
orant 5.25552225867474
rakis 5.25552225867474
rotan 5.25552225867474
sikar 5.25552225867474
sikra 5.25552225867474
skair 5.25552225867474
toran 5.25552225867474
trona 5.25552225867474
alefs 5.25331876831435
false 5.25331876831435
fleas 5.25331876831435
leafs 5.25331876831435
abret 5.25111527795396
baret 5.25111527795396
bater 5.25111527795396
berat 5.25111527795396
taber 5.25111527795396
feast 5.24891178759356
fates 5.24891178759356
feats 5.24891178759356
festa 5.24891178759356
fetas 5.24891178759356
heiau 5.24744279401997
aoife 5.24670829723317
slant 5.24303581329918
aloin 5.24083232293878
anoil 5.24083232293878
anoli 5.24083232293878
liner 5.23789433579159
baile 5.236425342218
balei 5.236425342218
niota 5.236425342218
taino 5.236425342218
inert 5.2334873550708
inter 5.2334873550708
niter 5.2334873550708
nitre 5.2334873550708
retin 5.2334873550708
trine 5.2334873550708
abner 5.23275285828401
arneb 5.23275285828401
olpae 5.23275285828401
reban 5.23275285828401
beati 5.23201836149721
carls 5.23054936792361
fanes 5.23054936792361
safen 5.23054936792361
nefas 5.23054936792361
lards 5.22834587756322
carts 5.22614238720282
scart 5.22614238720282
scrat 5.22614238720282
cairo 5.22393889684243
coria 5.22393889684243
darst 5.22393889684243
darts 5.22393889684243
drats 5.22393889684243
strad 5.22393889684243
oaric 5.22393889684243
aroid 5.22173540648204
doria 5.22173540648204
radio 5.22173540648204
rauli 5.21732842576125
urali 5.21732842576125
urial 5.21732842576125
tauri 5.21292144504046
yores 5.21218694825366
oyers 5.21218694825366
lacis 5.21145245146686
laics 5.21145245146686
salic 5.21145245146686
paeon 5.20998345789327
alids 5.20924896110647
dalis 5.20924896110647
dials 5.20924896110647
carns 5.20777996753287
narcs 5.20777996753287
scarn 5.20777996753287
scran 5.20777996753287
cista 5.20704547074608
darns 5.20557647717248
nards 5.20557647717248
rands 5.20557647717248
adits 5.20484198038568
ditas 5.20484198038568
staid 5.20484198038568
tsadi 5.20484198038568
karel 5.20190399323849
laker 5.20190399323849
kerat 5.1974970125177
taker 5.1974970125177
aurin 5.19455902537051
urian 5.19455902537051
cains 5.18868305107612
canis 5.18868305107612
incas 5.18868305107612
scian 5.18868305107612
aperu 5.18647956071573
pareu 5.18647956071573
perau 5.18647956071573
disna 5.18647956071573
isnad 5.18647956071573
eusol 5.18354157356854
louse 5.18354157356854
ousel 5.18354157356854
seoul 5.18354157356854
alike 5.18280707678174
kelia 5.18280707678174
lakie 5.18280707678174
heros 5.18133808320814
hoers 5.18133808320814
horse 5.18133808320814
shoer 5.18133808320814
shore 5.18133808320814
capes 5.18060358642135
paces 5.18060358642135
scape 5.18060358642135
space 5.18060358642135
meros 5.17986908963455
mores 5.17986908963455
morse 5.17986908963455
omers 5.17986908963455
sermo 5.17986908963455
smore 5.17986908963455
anker 5.17913459284775
argos 5.17913459284775
naker 5.17913459284775
nerka 5.17913459284775
sargo 5.17913459284775
touse 5.17913459284775
karen 5.17913459284775
kearn 5.17913459284775
adeps 5.17840009606095
depas 5.17840009606095
keita 5.17840009606095
spade 5.17840009606095
katie 5.17840009606095
sepad 5.17840009606095
spaed 5.17840009606095
hoise 5.1622411667514
moise 5.1607721731778
agios 5.160037676391
kenai 5.160037676391
girse 5.15709968924381
grise 5.15709968924381
eclat 5.15342720530982
tecla 5.15342720530982
catel 5.15342720530982
cleat 5.15342720530982
ectal 5.15342720530982
lacet 5.15342720530982
adlet 5.15122371494943
dealt 5.15122371494943
delta 5.15122371494943
lated 5.15122371494943
taled 5.15122371494943
ancle 5.13506478563987
canel 5.13506478563987
lance 5.13506478563987
lenca 5.13506478563987
clean 5.13506478563987
alden 5.13286129527947
eland 5.13286129527947
laden 5.13286129527947
lande 5.13286129527947
lenad 5.13286129527947
naled 5.13286129527947
loris 5.13212679849268
roils 5.13212679849268
vales 5.13139230170588
valse 5.13139230170588
laves 5.13139230170588
salve 5.13139230170588
selva 5.13139230170588
slave 5.13139230170588
veals 5.13139230170588
enact 5.13065780491908
anted 5.12845431455869
dante 5.12845431455869
denat 5.12845431455869
entad 5.12845431455869
isort 5.12771981777189
riots 5.12771981777189
roist 5.12771981777189
tiros 5.12771981777189
torsi 5.12771981777189
trios 5.12771981777189
trois 5.12771981777189
